"Country","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Grenada","GRD","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.15000009536743","","","","","","","","6.98000001907349","","5.59999990463257","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.75","","","","","","","","","","2","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.32999992370605","","","","","","","","2.78999996185303","2.35999989509583","2.78999996185303","2.85999989509583","2.66000008583069","2.8199999332428","",
"Guinea","GIN","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.6600036621094","","","","","","","","","","","","","1.25","","","","","","","","","","","","","",
"Honduras","HND","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","4.36999988555908","4.46999979019165","3.48000001907349","","3.34999990463257","2.75","3.1800000667572","3.66000008583069","2.35999989509583","2.70000004768372","2.32999992370605","","","","","","","","2.65000009536743","",
"Hong Kong SAR, China","HKG","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.92000007629395","5.57999992370605","5.42000007629395","5.51999998092651","5.3600001335144","5.19000005722046","5.13000011444092","4.8600001335144","5.09000015258789","5.05000019073486","4.98999977111816","4.76999998092651","4.53000020980835","4.42999982833862","4.13000011444092","3.75999999046326","3.78999996185303","3.50999999046326","3.47000002861023","3.27999997138977","3.25","2.94000005722046","2.96000003814697","",
"Hungary","HUN","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.08000004291534","1.66999995708466","1.78999996185303","1.8400000333786","2.10999989509583","2.58999991416931","2.69000005722046","2.99000000953674","5.07000017166138","5.5","5.26000022888184","5.13000011444092","5.8600001335144","5.88000011444092","5.46000003814697","5.25","5.1399998664856","5.34000015258789","5.42999982833862","5.28000020980835","5.26000022888184","5.21999979019165","5.1100001335144","5.09999990463257","",
"Iceland","ISL","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.86999988555908","6.65000009536743","5.42000007629395","5.44999980926514","6.71999979019165","8.14000034332275","6.28000020980835","6.55000019073486","6.53000020980835","7.13000011444092","6.40999984741211","6.01999998092651","4.17000007629395","4.59000015258789","5.28999996185303","5.1100001335144","4.86999988555908","4.57000017166138","4.09000015258789","4.09000015258789","4.1399998664856","4.07999992370605","4.13000011444092","3.8199999332428","3.58999991416931","4.03000020980835",
"India","IND","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.72000002861023","1.74000000953674","2.86999988555908","2.25999999046326","3.0699999332428","3.03999996185303","2.88000011444092","3.23000001907349","3.07999992370605","3.03999996185303","2.96000003814697","2.98000001907349","2.89000010490417","3.00999999046326","3.39000010490417","3.52999997138977","3.4300000667572","3.64000010490417","19.3899993896484","",
"Iran, Islamic Rep.","IRN","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.61999988555908","","","","","","","","","","","5.42999982833862","4.8600001335144","4.75","4.11999988555908","","","","3.66000008583069","3.75","",
"Iraq","IRQ","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","4.34000015258789","4.32000017166138","4.69999980926514","4.26000022888184","4.84999990463257","5.28999996185303","5.05999994277954","5.1399998664856","5.19000005722046","5.65000009536743","6.03999996185303","5.71000003814697","5.76000022888184","5.09000015258789","5.42999982833862","6.17000007629395","5.8899998664856","5.96999979019165","5.98999977111816","5.88000011444092","5.78000020980835","5.78000020980835","5.61999988555908","5.42000007629395","5.71000003814697","5.69000005722046","5.51999998092651","5.1399998664856","4.80000019073486","4.71000003814697","4.63000011444092","4.67999982833862","4.71000003814697","",
"Isle of Man","IMN","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.46000003814697","","","","","","","","","","","","","","","",
"Israel","ISR","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69000005722046","4.76000022888184","4.67999982833862","4.63000011444092","4.5","4.51000022888184","4.5","4.44999980926514","4.53999996185303","4.34999990463257","4.32000017166138","4.11999988555908","4.19000005722046","4.46000003814697","4.53999996185303","4.19999980926514","4.28000020980835","4.03999996185303","3.85999989509583","3.72000002861023","3.96000003814697","",
"Italy","ITA","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","1.02999997138977","1.04999995231628","0.990000009536743","1.05999994277954","1.01999998092651","0.990000009536743","1.01999998092651","0.949999988079071","1","13.1700000762939","11.9700002670288","12.2399997711182","12.7299995422363","12.8100004196167","12.710000038147","12.3900003433228","12.6199998855591","12.8100004196167","12.2200002670288","12.1599998474121","12.3000001907349","7.26999998092651","7.17999982833862","7.11999988555908","7.03999996185303","6.92000007629395","6.75","6.69999980926514","6.67000007629395","6.61999988555908","6.90999984741211","6.59999990463257","6.61999988555908","",
"Jamaica","JAM","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0699999332428","2.79999995231628","2.74000000953674","2.67000007629395","2.75","2.49000000953674","2.75","2.57999992370605","3.10999989509583","3.09999990463257","3.20000004768372","3.11999988555908","","","","","","","","",
"Japan","JPN","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.23000001907349","2.20000004768372","2.13000011444092","2.03999996185303","2.01999998092651",
"Jordan","JOR","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.76999998092651","","","","","","","","","","","","",
"Kazakhstan","KAZ","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.879999995231628","0.879999995231628","0.930000007152557","1.13999998569489","1.24000000953674","1.47000002861023","1.61000001430511","1.54999995231628","2.17000007629395","1.99000000953674","2.08999991416931","2.14000010490417","1.85000002384186","","1.35000002384186","",
"Kenya","KEN","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0199999995529652","","","","","1.87000000476837","","","","","4.13000011444092","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.529999971389771","","","0.529999971389771","","","0.980000019073486","","","","","",
"Kyrgyz Republic","KGZ","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5900000333786","1.36000001430511","1.03999996185303","1.36000001430511","1.12999999523163","","","0.600000023841858","0.620000004768372","0.730000019073486","0.800000011920929","1.35000002384186","1.44000005722046","1.78999996185303","",
"Lao PDR","LAO","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.490000009536743","","","","","","",
"Latvia","LVA","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.05999994277954","3.17000007629395","3.15000009536743","3.83999991416931","4.11999988555908","4.36999988555908","3.15000009536743","3.3199999332428","3.14000010490417","3.35999989509583","3.3199999332428","3.24000000953674","3.47000002861023","3.76999998092651","3.94000005722046","3.66000008583069","3.90000009536743","4.19999980926514","3.98000001907349","4.30000019073486","",
"Lebanon","LBN","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.13000011444092","","","9.55000019073486","","","","","","","","","",
"Lesotho","LSO","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.430000007152557","","","","","","","","","","0.629999995231628","","0.759999990463257","","","","","","","","","0.439999997615814","","","","","","","","",
"Liberia","LBR","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.01999998092651","","","","","","",
"Libya","LBY","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.52999997138977","2.02999997138977","1.72000002861023","2.45000004768372","2.13000011444092","2.28999996185303","1.85000002384186","2.00999999046326","2.21000003814697","2.0699999332428","2.14000010490417","2.42000007629395","2.27999997138977","2.36999988555908","2.20000004768372","2.20000004768372","2.28999996185303","2.28999996185303","",
"Luxembourg","LUX","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","3.22000002861023","3.3199999332428","3.39000010490417","3.10999989509583","3.41000008583069","3.22000002861023","2.8199999332428","2.8199999332428","3.60999989509583","3.70000004768372","4.46999979019165","4.1399998664856","6.32999992370605","6.38000011444092","5.59999990463257","5.34999990463257","5.42999982833862","6.05000019073486","4.46000003814697","5.11999988555908","1.49000000953674","2.80999994277954","2.8199999332428","2.65000009536743","2.95000004768372","2.42000007629395","2.8199999332428","3.22000002861023","2.66000008583069","3.17000007629395","2.67000007629395","2.4300000667572","3.57999992370605","",
"Macao SAR, China","MAC","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.46000003814697","3.26999998092651","3.41000008583069","3.5699999332428","3.38000011444092","2.9300000667572","3.50999999046326","3.30999994277954","3.55999994277954","3.92000007629395","3.76999998092651","3.46000003814697","2.78999996185303","3.08999991416931","3.10999989509583","3.10999989509583","3.21000003814697","3.24000000953674","3.22000002861023","3.34999990463257","",
"Macedonia, FYR","MKD","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.92000007629395","3.33999991416931","3.51999998092651","7.96999979019165","4.30999994277954","6.38000011444092","6.84000015258789","7.59999990463257","5.8899998664856","5.73999977111816","5.94000005722046","5.53000020980835","4.94000005722046","5.15000009536743","5.3899998664856","5.69999980926514","4.78999996185303","4.65999984741211","3.90000009536743","4.30999994277954","",
"Madagascar","MDG","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.670000016689301","","","","","","","","","","2.10999989509583","","34.1500015258789","","","","","2.17000007629395","","2.82999992370605","","","3.84999990463257","",
"Malawi","MWI","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.05999994277954","","","","2.46000003814697","2.99000000953674","2.59999990463257","2.94000005722046","2.28999996185303","2.98000001907349","3.27999997138977","3.01999998092651","3.36999988555908","3.54999995231628","3.34999990463257","3.85999989509583","3.44000005722046","3.48000001907349","3.67000007629395","3.78999996185303","3.64000010490417","3.75999999046326","3.96000003814697","3.76999998092651","4.03999996185303","",
"Maldives","MDV","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.78999996185303","","","","","4.80999994277954","","","","","3.36999988555908","","","","","","3.47000002861023","","","","3.97000002861023","","","","","","",
"Mali","MLI","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.370002746582","","","56.4500007629395","","","","","","","","","",
"Malta","MLT","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.84999990463257","3.61999988555908","4.15000009536743","4.46999979019165","4.42999982833862","4.51000022888184","4.42999982833862","4.94000005722046","4.46000003814697","4.34000015258789","4.46999979019165","4.28000020980835","4.3600001335144","4.46999979019165","4.40999984741211","4.46000003814697","",
"Marshall Islands","MHL","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.12999999523163","","","","","","","","","","","","","","","","","",
"Mauritania","MRT","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.38000011444092","","","","","16.7199993133545","","","","","3.83999991416931","","","","3.01999998092651","2.60999989509583","2.91000008583069","3.21000003814697","3.25999999046326","3.91000008583069","4.05000019073486","3.97000002861023","3.59999990463257","","","3.96000003814697","",
"Mexico","MEX","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.28999996185303","7.84999990463257","","4.1100001335144","","4.40999984741211","4.86999988555908","4.63000011444092","4.42999982833862","4.1399998664856","4.34000015258789","4.5","4.36999988555908","4.07999992370605","4.30999994277954","4.67999982833862","4.88000011444092","5.03999996185303","4.94000005722046","4.44000005722046","4.51000022888184","4.88000011444092","4.73000001907349","4.46999979019165","4.42999982833862","4.21999979019165","4.42000007629395",
"Micronesia, Fed. Sts.","FSM","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.560000002384186","0.529999971389771","0.490000009536743","0.759999990463257","0.569999992847443","0.639999985694885","0.660000026226044","0.970000028610229","0.899999976158142","0.959999978542328","0.879999995231628","0.639999985694885","0.670000016689301","0.550000011920929","0.730000019073486","0.720000028610229","0.600000023841858","",
"Monaco","MCO","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27999997138977","","","","","","","","","1.8400000333786","1.20000004768372","1.25","0.870000004768372","1.14999997615814","1.58000004291534","1.3400000333786","",
"Montenegro","MNE","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3400001525879","","","","","","6.48000001907349","8.76000022888184","","","9.02000045776367","",
"Morocco","MAR","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.38000011444092","","","","","","3.57999992370605","3.8199999332428","2.34999990463257","2.51999998092651","2.27999997138977","2.48000001907349","2.53999996185303","2.3199999332428","2.52999997138977","2.70000004768372","2.75","2.36999988555908","2.65000009536743","2.59999990463257","2.5","","",
"Mozambique","MOZ","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.18000030517578","","","","5.63000011444092","","","","","","","","4.11999988555908","3.16000008583069","","","",
"Nauru","NRU","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.79999995231628","","","","","","","","","","","","","","","",
"Netherlands","NLD","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","4.57999992370605","","3.99000000953674","","3.44000005722046","3.49000000953674","3.38000011444092","3.52999997138977","3.27999997138977","3.42000007629395","3.5","4.01999998092651","4.01999998092651","3.82999992370605","3.9300000667572","3.96000003814697","3.91000008583069","3.25","3.33999991416931","3.5","3.57999992370605","3.73000001907349","3.79999995231628","3.86999988555908","3.9300000667572","3.74000000953674","3.76999998092651","3.88000011444092","3.88000011444092","3.84999990463257","3.86999988555908","3.96000003814697","3.82999992370605","",
"New Caledonia","NCL","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8699998855591","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","7.09999990463257","7.09999990463257","7.51999998092651","7.94999980926514","7.84000015258789","7.71999979019165","8.07999992370605","8.02999973297119","8.34000015258789","8.11999988555908","7.5","7.26999998092651","7.69000005722046","7.38000011444092","7.03999996185303","7.15000009536743","6.92000007629395","7.07999992370605","6.98999977111816","6.53000020980835","5.42000007629395","5.30000019073486","5.09000015258789","4.88000011444092","4.55000019073486","4.34000015258789","4.94000005722046","4.67999982833862","3.75","3.55999994277954","5.69999980926514",
"Nicaragua","NIC","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.34000015258789","4.19999980926514","4.73999977111816","4.25","","","4.03000020980835","4.03000020980835","","","","","","",
"Niger","NER","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4300000667572","2.35999989509583","1.98000001907349","1.85000002384186","1.69000005722046","1.72000002861023","1.64999997615814","1.37000000476837","1.41999995708466","1.58000004291534","1.51999998092651","2.03999996185303","2.14000010490417","2.0699999332428","2.22000002861023","2.16000008583069","1.83000004291534","1.77999997138977","1.8400000333786","1.9099999666214","1.71000003814697","1.80999994277954",
"Oman","OMN","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.08999991416931","","","2.48000001907349","","","","1.78999996185303","","","","","","","","","","1.17999994754791","","","","","","",
"Pakistan","PAK","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.959999978542328","0.959999978542328","1.05999994277954","0.850000023841858","0.850000023841858","0.779999971389771","0.779999971389771","0.819999992847443","0.819999992847443","0.879999995231628","0.879999995231628","0.879999995231628","0.819999992847443","0.930000007152557","","","","","","","","",
"Palau","PLW","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Panama","PAN","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","2.36999988555908","2.71000003814697","2.40000009536743","1.60000002384186","2.00999999046326","2.03999996185303","2.51999998092651","1.97000002861023","","3.28999996185303","2.4300000667572","2.34999990463257","2.72000002861023","3.07999992370605","3.14000010490417","2.91000008583069","3.17000007629395","2.92000007629395","2.79999995231628","2.66000008583069","3.07999992370605","3.04999995231628","3.40000009536743","3.22000002861023","3.28999996185303","3.21000003814697","3.40000009536743","3.10999989509583","3.21000003814697","3.04999995231628","2.78999996185303","2.4300000667572","2.80999994277954","","",
"Papua New Guinea","PNG","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.07999992370605","5","5.53999996185303","5.05000019073486","4.98999977111816","5.51000022888184","6.17999982833862","6.30999994277954","4.90000009536743","",
"Peru","PER","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.59000015258789","5.8899998664856","6.53000020980835","6.15999984741211","5.61999988555908","5.82000017166138","4.13000011444092","5.28000020980835","5.17000007629395","6.1399998664856","4.57000017166138","5.61999988555908","5.32000017166138","5.55999994277954","5.82999992370605","5.30999994277954","5.42000007629395","4.90000009536743","4.44000005722046","4.17000007629395","",
"Philippines","PHL","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.15999984741211","4.82999992370605","4.78999996185303","5.32000017166138","5.53000020980835","5.23999977111816","5.07000017166138","4.69999980926514","4.36999988555908","4.26000022888184","4.17999982833862","4.09999990463257","3.86999988555908","3.64000010490417","3.54999995231628","3.36999988555908","3.13000011444092","3.13000011444092","",
"Poland","POL","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1800000667572","3.64000010490417","3.80999994277954","4.11999988555908","3.6800000667572","4.05000019073486","3.83999991416931","3.89000010490417","3.70000004768372","3.77999997138977","3.77999997138977","3.99000000953674","3.95000004768372","4.03000020980835","4.03999996185303","4.05999994277954","4.11999988555908","4.23000001907349","4.21999979019165","4.17000007629395","4.19999980926514","4.13000011444092","3.9300000667572","",
"Portugal","PRT","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","3.52999997138977","3.59999990463257","3.82999992370605","4.23999977111816","4.51999998092651","5.1100001335144","6.1399998664856","6.28000020980835","6.46000003814697","6.34999990463257","6.55999994277954","6.11999988555908","6.21999979019165","6.01000022888184","6.21999979019165","6.25","6.28000020980835","6.34999990463257","6.40999984741211","5.8600001335144","5.44000005722046","5.57000017166138","5.53999996185303","5.42000007629395","5.17000007629395","5.15999984741211","5.05000019073486","5.23000001907349","5.19999980926514","4.80000019073486","4.76999998092651",
"Puerto Rico","PRI","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3999996185303","13.9799995422363","13.9399995803833","14.1199998855591","14.1499996185303","13.9499998092651","13.8599996566772","13.3800001144409","14.1000003814697","13.9399995803833","13.4899997711182","14.2700004577637","13.7399997711182","14.0299997329712","14.0799999237061","15","15.2299995422363","14.6400003433228","","","","","","","16.6800003051758","",
"Qatar","QAT","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.519999980926514","","","","","","","0.680000007152557","","","","","","","","","0.300000011920929","","0.280000001192093","",
"Romania","ROU","Employers, total (% of total employment)","SL.EMP.MPYR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.80999994277954","3.75","2.19000005722046","2.36999988555908","1.4099999666214","1.28999996185303","1.28999996185303","1.21000003814697","0.910000026226044","1.07000005245209","1.19000005722046","1.39999997615814","1.30999994277954","1.57000005245209","1.69000005722046","1.61000001430511","1.46000003814697","1.33000004291534","1.41999995708466","1.32000005245209","1.19000005722046","1.24000000953674","1.26999998092651","1.13999998569489","1.12000000476837","",
