"Country","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Benin","BEN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.180000007152557","","","","","","1.50999999046326","","","","","","","","","","0.689999997615814","","","","","","","","1.03999996185303","","","","","","",
"Bermuda","BMU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.71000003814697","","","","","","","","","4.48000001907349","6.48999977111816","","8.4399995803833","6.65999984741211","8.9399995803833","","",
"Bhutan","BTN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.79999995231628","2.5","3.09999990463257","3.20000004768372","3.70000004768372","","3.96000003814697","3.3199999332428","3.23000001907349","2.04999995231628","2.86999988555908","2.63000011444092","2.45000004768372","",
"Bolivia","BOL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","9","8.10000038146973","7.09999990463257","6.09999990463257","5.19999980926514","5.30000019073486","5.30000019073486","5.5","5.59999990463257","5.80999994277954","9.68000030517578","10.5","14.1899995803833","14.6599998474121","18","19.7600002288818","20.3199996948242","18","10.1000003814697","7.30000019073486","5.90000009536743","5.51999998092651","5.98999977111816","3.14000010490417","3.69000005722046","5.23000001907349","2.07999992370605","","4.13000011444092","4.46999979019165","5.23999977111816","5.48000001907349","","4.17000007629395","5.44999980926514","5.07999992370605","5.17999982833862","","7.90000009536743","5.98999977111816","2.70000004768372","","2.89000010490417","3.5","","",
"Bosnia and Herzegovina","BIH","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5499992370605","","","","","","","","","","","","","","","31.1000003814697","28.9300003051758","23.2999992370605","24.0300006866455","27.2000007629395","27.6000003814697","28.0499992370605","27.4500007629395","27.5200004577637","26.2600002288818","",
"Botswana","BWA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","25.6700000762939","","","","","","13.8199996948242","","","21.6000003814697","","21.5799999237061","","20.8600006103516","","15.8800001144409","18.5400009155273","","23.7999992370605","","","17.7999992370605","","","","17.8600006103516","","","","","","",
"Brazil","BRA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","3.05999994277954","","","","1.8400000333786","2.3199999332428","2.35999989509583","2.75999999046326","","4.26000022888184","3.90000009536743","4.8600001335144","4.26000022888184","3.38000011444092","2.36999988555908","3.55999994277954","3.78999996185303","2.97000002861023","3.69000005722046","","6.42000007629395","6.03000020980835","","5.94999980926514","6.76999998092651","7.67999982833862","8.89999961853027","9.60999965667725","15.2799997329712","9.35000038146973","9.10999965667725","12.3400001525879","11.4899997711182","9.85999965667725","10","9.31999969482422","7.90000009536743","8.09000015258789","6.73999977111816","5.96999979019165","5.51000022888184","5.3899998664856","4.84999990463257","6.84999990463257","",
"British Virgin Islands","VGB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.28999996185303","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","8.2519998550415","7.84999990463257","8.0629997253418","8.69600009918213","10.0410003662109","7.66800022125244","7.84200000762939","6.5479998588562","6.03700017929077","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.72000002861023","","","","","",
"Bulgaria","BGR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.70000004768372","11.1000003814697","15.3000001907349","21.3899993896484","20.1700000762939","15.9099998474121","13.75","13.6999998092651","12.1999998092651","16","16.2199993133545","19.9200000762939","18.1100006103516","13.7299995422363","12.039999961853","10.0799999237061","8.94999980926514","6.88000011444092","5.6100001335144","6.82000017166138","10.2799997329712","11.2600002288818","12.2700004577637","12.9399995803833","11.4200000762939","9.14000034332275","",
"Burkina Faso","BFA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.59999990463257","","","","2.5","","","","","2.77999997138977","","4","2.32999992370605","3.29999995231628","","","","","","","","","",
"Burundi","BDI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.479999989271164","","","","","","","","","14","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","","","","","","","","","","","","","","","","","","","10.6700000762939","","","","","","",
"Cambodia","KHM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.839999973773956","","5.26000022888184","","2.47000002861023","1.82000005245209","","","7.13000011444092","","","0.870000004768372","0.439999997615814","0.189999997615814","0.349999994039536","0.200000002980232","0.159999996423721","0.300000011920929","0.180000007152557","","",
"Cameroon","CMR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0600004196167","","","","","7.46000003814697","","","","4.40000009536743","","2.90000009536743","","","4.1100001335144","","","","","","",
"Canada","CAN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","4.69999980926514","5.90000009536743","6.40000009536743","6.30000019073486","5.59999990463257","5.40000009536743","6.90000009536743","7.09000015258789","8.05000019073486","8.38000011444092","7.53000020980835","7.53999996185303","7.6100001335144","11.039999961853","12.0200004577637","11.3400001525879","10.5","9.59000015258789","8.81999969482422","7.76000022888184","7.55000019073486","8.13000011444092","10.3199996948242","11.1999998092651","11.3800001144409","10.3999996185303","9.48999977111816","9.61999988555908","9.10000038146973","8.27999973297119","7.57999992370605","6.82999992370605","7.21999979019165","7.65999984741211","7.57000017166138","7.19000005722046","6.76000022888184","6.32000017166138","6.03999996185303","6.1399998664856","8.34000015258789","8.0600004196167","7.51000022888184","7.28999996185303","7.07000017166138","6.90999984741211","6.90999984741211","7",
"Cayman Islands","CYM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90999984741211","","7.21999979019165","5.73999977111816","4.94000005722046","5.09999990463257","4.1399998664856","4.17000007629395","","","7.53999996185303","5.36999988555908","3.60999989509583","4.30000019073486","3.53999996185303","2.61999988555908","3.82999992370605","3.97000002861023","6.03999996185303","6.67999982833862","6.78000020980835","6.21000003814697","6.26999998092651","4.69999980926514","4.23999977111816","",
"Central African Republic","CAF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","14.6899995803833","12.75","11.8299999237061","14.2600002288818","13.6300001144409","","","19.6000003814697","14.6499996185303","13.9099998474121","11.7200002670288","8.71000003814697","9.27000045776367","6.23000001907349","5.28999996185303","5.63000011444092","5.23000001907349","4.34999990463257","4.48999977111816","5.86999988555908","4.69999980926514","5.3899998664856","5.34000015258789","7.15999984741211","8.92000007629395","8.34000015258789","7.8899998664856","7.80999994277954","7.3899998664856","7.78000020980835","6.94000005722046","6.01000022888184","7.21000003814697","7.48000001907349","8.61999988555908","7.11999988555908","6.59999990463257","6.05000019073486","5.67000007629395","6.03000020980835","5.78000020980835","",
"China","CHN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","5.30000019073486","5.40000009536743","4.90000009536743","3.79999995231628","3.20000004768372","2.29999995231628","1.89999997615814","1.79999995231628","2","2","2","2.59999990463257","2.5","2.29999995231628","2.29999995231628","2.59999990463257","2.79999995231628","2.90000009536743","3","3.09999990463257","3.09999990463257","3.09999990463257","3.09999990463257","3.59999990463257","4","4.30000019073486","4.19999980926514","4.19999980926514","4.09999990463257","4","4.19999980926514","4.30000019073486","4.09999990463257","4.09999990463257","4.09999990463257","4.05000019073486","4.09999990463257","","",
"Colombia","COL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","10.5500001907349","10.3999996185303","9.39999961853027","8.14000034332275","8.89999961853027","9.10000038146973","8.13000011444092","9.10000038146973","11.1300001144409","13","13.8900003433228","12.9399995803833","10.8299999237061","10.1400003433228","","","10.1199998855591","9.4399995803833","7.80000019073486","8.25","8.72000026702881","11.8100004196167","","","","20.5200004577637","14.6000003814697","15.1999998092651","14.3999996185303","12.8000001907349","11.6000003814697","12.6999998092651","10.8999996185303","11.4200000762939","12.0600004196167","11.8199996948242","10.8100004196167","10.3699998855591","8.9399995803833","8.52000045776367","8.28999996185303","",
"Comoros","COM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9500007629395","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6800000667572","","","","","","","","","","","",
"Congo, Rep.","COG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1000003814697","","","10","","","","",
"Costa Rica","CRI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","6.28999996185303","4.59999990463257","4.55000019073486","4.88000011444092","","8.75","9.36999988555908","9.02999973297119","5.30999994277954","6.6100001335144","6.05000019073486","5.34999990463257","5.28999996185303","3.63000011444092","4.6399998664856","5.53999996185303","4.05000019073486","4.09999990463257","4.15999984741211","5.15999984741211","6.21999979019165","5.71000003814697","5.55999994277954","6.01999998092651","5.17000007629395","6.05999994277954","6.40000009536743","6.65999984741211","6.44999980926514","6.63000011444092","5.92999982833862","4.57000017166138","4.94000005722046","7.71000003814697","7.28999996185303","7.65999984741211","7.76999998092651","8.52000045776367","9.11999988555908","9.60999965667725","8.97999954223633",
"Cote d'Ivoire","CIV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6000003814697","","","","","","","","","","","","","","9.40999984741211","","","","",
"Croatia","HRV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","5.30000019073486","6","6.19999980926514","6.40000009536743","6.5","6.5","6.40000009536743","6.90000009536743","7.19999980926514","8.19999980926514","11.1400003433228","15.3000001907349","14.8000001907349","14.5","14.5","9.94999980926514","9.90999984741211","11.0299997329712","13.5600004196167","16.0599994659424","15.8199996948242","15.0500001907349","19.2000007629395","18","17.8999996185303","16.6000003814697","9.90999984741211","8.52999973297119","9.19999980926514","11.6199998855591","13.6800003051758","15.9300003051758","17.25","17.2900009155273","16.2800006866455","",
"Cuba","CUB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.30000019073486","7.59999990463257","7.09999990463257","6.19999980926514","6.30000019073486","5.40000009536743","4.09999990463257","3.29999995231628","2.29999995231628","1.85000002384186","1.89999997615814","","1.78999996185303","1.58000004291534","1.66999995708466","2.5","3.1800000667572","3.46000003814697","3.28999996185303","2.70000004768372","","",
"Curacao","CUW","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.77999973297119","","13.0299997329712","12.6099996566772","11.710000038147","",
"Cyprus","CYP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","10.8999996185303","7.40000009536743","3.09999990463257","2","1.70000004768372","2","2.59999990463257","2.79999995231628","3.29999995231628","3.29999995231628","3.29999995231628","3.70000004768372","3.40000009536743","2.79999995231628","2.29999995231628","1.79999995231628","3","1.79999995231628","2.70000004768372","2.70000004768372","2.59999990463257","3.09999990463257","3.40000009536743","3.29999995231628","3.59999990463257","4.96999979019165","3.98000001907349","3.29999995231628","4.1399998664856","4.32999992370605","5.30000019073486","4.53999996185303","3.92000007629395","3.65000009536743","5.3600001335144","6.26000022888184","7.8600001335144","11.8000001907349","15.8699998855591","16.0900001525879","14.9099998474121","",
"Czech Republic","CZE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.699999988079071","2.26999998092651","2.59999990463257","4.32000017166138","4.30000019073486","4.01999998092651","3.89000010490417","4.26999998092651","5.90000009536743","8.48999977111816","8.76000022888184","7.98999977111816","7.01999998092651","7.53999996185303","8.21000003814697","7.92999982833862","7.15000009536743","5.32000017166138","4.3899998664856","6.65999984741211","7.28000020980835","6.71000003814697","6.98000001907349","6.94999980926514","6.1100001335144","5.05000019073486","",
"Denmark","DNK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","0.899999976158142","2.09999990463257","5.09999990463257","5.30000019073486","6.40000009536743","7.30000019073486","6.09999990463257","7","9.19999980926514","10","9.73999977111816","8.86999988555908","7.80000019073486","6.03000020980835","6.09000015258789","6.48999977111816","8.14999961853027","8.34000015258789","9.10000038146973","9.02999973297119","10.7200002670288","8.03999996185303","6.98999977111816","6.84000015258789","5.40000009536743","5.03999996185303","5.1399998664856","4.48000001907349","4.15999984741211","4.26999998092651","5.40000009536743","5.19999980926514","4.82999992370605","3.90000009536743","3.79999995231628","3.4300000667572","6.01000022888184","7.46000003814697","7.57000017166138","7.53000020980835","7","6.59000015258789","6.17000007629395","6.17999982833862",
"Djibouti","DJI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.5","","","","","","59.5","","","","","","","","","","","","","","",
"Dominica","DMA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3299999237061","","10","","","","","","23.1800003051758","","15.6700000762939","","10.960000038147","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5599994659424","20.2700004577637","19.8700008392334","15.9799995422363","15.0299997329712","16.6900005340576","15.960000038147","14.3999996185303","13.8199996948242","13.9099998474121","15.6400003433228","16.1100006103516","16.8999996185303","18.3999996185303","17.9300003051758","16.2000007629395","15.6599998474121","14.1599998474121","14.8999996185303","14.3000001907349","14.6599998474121","14.7399997711182","15.0500001907349","5.84999990463257","5.40999984741211","5.48999977111816",
